date,price,qty,agg
2020-10-01,4768311009.150287,253619.33299993337,2711072801.218327
2020-10-02,4438105258.7498,224747.03699976072,2359977989.119272
2020-10-03,2376633360.739939,76315.91099993914,804408980.8742487
2020-10-04,2653539032.4198995,90912.10499993146,964435994.4111831
2020-10-05,3274430413.5499654,130589.13699999542,1397359152.9845028
2020-10-06,3927460854.109884,184895.2499999215,1971152604.9573214
2020-10-07,2755063817.070065,106700.5219999577,1132125130.951739
2020-10-08,4186566216.8396516,207938.8609997753,2236764143.480484
2020-10-09,3435278369.3304305,154336.81799991665,1697348173.8341155
2020-10-10,4259918076.839994,199398.01199983413,2259937270.6976113
2020-10-11,3398082322.6999154,146323.07599998167,1662984690.9706879
2020-10-12,4803206805.489561,254217.20299985525,2913019650.116211
2020-10-13,4229037092.600077,199115.1149998747,2276664144.170621
2020-10-14,4034118434.9999633,192936.9699998796,2198967087.6791873
2020-10-15,4664104262.490253,215260.39899982643,2455108608.640238
2020-10-16,4333826852.699273,212339.08499977755,2406176538.703208
2020-10-17,2603540920.5301824,95892.96599998405,1086838512.109412
2020-10-18,2544543731.989754,92472.1909999652,1056889045.9533919
2020-10-19,4742948735.72025,230161.6479998325,2677138464.51186
2020-10-20,6570888080.5601845,312811.8019996598,3710691439.2078953
2020-10-21,13446093200.651459,591963.0690000973,7435850474.644059
2020-10-22,8532182954.070251,343851.6659996875,4448237306.19639
2020-10-23,5720645330.9201765,237042.5259998361,3059965867.593324
2020-10-24,5139042990.089071,176146.63099985535,2296046388.613463
2020-10-25,5811502331.470552,206012.65199974188,2690867875.5570498
2020-10-26,7541252801.360399,316503.2959996763,4121218762.83571
2020-10-27,9605728043.799883,411509.5059995237,5533418976.940241
2020-10-28,11550323862.919384,476993.78899938264,6377260018.4144335
2020-10-29,8629429369.080494,355352.3359995703,4735209655.613167
2020-10-30,8749174004.67897,349890.5729996013,4684549159.299172
2020-10-31,10043693600.770662,357853.22999940097,4923864620.90209
